达人名称,视频笔记报价,模型预估报价,报价偏差,粉丝数
曲个什么名,15000.0,21385.31,-6385.31,202328
Michelle伊伊,25000.0,31364.25,-6364.25,214927
Lucky66,35000.0,41361.88,-6361.88,291329
方头明,28000.0,34361.18,-6361.18,345219
于是榆,23000.0,29357.96,-6357.96,166074
苏公子,22000.0,28355.55,-6355.55,120189
沙拉的vlog,13500.0,19850.43,-6350.43,113011
Ginny_欣,24000.0,30350.09,-6350.09,183554
陈耐心,37000.0,43326.37,-6326.37,569453
way总.皖瑶🥀祝自己11.10srkl🎂,14700.0,21003.96,-6303.96,159734
万相凡清,25000.0,31288.88,-6288.88,150543
刘希媛,34000.0,40286.53,-6286.53,180797
边境小妹,14300.0,20573.63,-6273.63,183369
怡子,30000.0,36216.31,-6216.31,369545
歪果仁阿里,17000.0,23210.56,-6210.56,267884
牛角包温温,35090.0,41292.72,-6202.72,533182
三甲皮肤科皇幼明,18000.0,24173.98,-6173.98,186242
Mikii说育儿,13000.0,19162.32,-6162.32,132530
本妳Beny,22000.0,28128.34,-6128.34,108627
港岛格格,22000.0,28104.12,-6104.12,111531
小陈是cheney,34000.0,40103.06,-6103.06,489607
阿玥的七月,60000.0,66095.86,-6095.86,1226661
大双双Hailey,29000.0,35069.12,-6069.12,288616
左左同学吖,14000.0,20051.94,-6051.94,168294
柚柚Sama,12000.0,18036.54,-6036.54,104607
猴哥🐵,12000.0,18026.9,-6026.9,103493
crushonbi,30000.0,36002.71,-6002.71,315644
吃个鸭梨🍐,12000.0,17998.63,-5998.63,103527
家庭营养师FuFu,20000.0,25994.34,-5994.34,348971
妙陈,12000.0,17983.4,-5983.4,100657
闹闹Nao,39000.0,44956.99,-5956.99,642975
Q秦文龙,43000.0,48953.71,-5953.71,777832
Ki啦A梦💗,15800.0,21749.3,-5949.3,220671
黑犬酱,30000.0,35945.78,-5945.78,360337
祖祖zuzu,28000.0,33925.42,-5925.42,298084
Ssss,25000.0,30912.62,-5912.62,202199
马克enjoy,20000.0,25911.82,-5911.82,222652
杨蔓玲Vanillee,20000.0,25902.0,-5902.0,324204
芬姐在香港,25000.0,30897.03,-5897.03,168301
知马,15000.0,20893.28,-5893.28,119641
曾美妮,29000.0,34834.66,-5834.66,330716
米粒,23000.0,28828.77,-5828.77,130349
商经法刘安琪,14900.0,20726.4,-5826.4,169590
一条久菜,13000.0,18796.85,-5796.85,111806
Lynne珍妮,23800.0,29573.77,-5773.77,157063
两天搞笑配音,15000.0,20763.37,-5763.37,176589
工程师祺祺爸,30000.0,35761.77,-5761.77,344803
三下巴,28000.0,33759.28,-5759.28,248753
六棵树,25000.0,30758.81,-5758.81,197176
久亮Shine,30000.0,35755.62,-5755.62,315931
王渊源John,38900.0,44652.97,-5752.97,554125
瑛瑛怪,30000.0,35741.16,-5741.16,353921
菲总_Frida,28000.0,33740.9,-5740.9,290552
嘟嘟黄噜,29680.0,35417.28,-5737.28,333389
枣枣泥好,45000.0,50729.26,-5729.26,845215
Suli,30000.0,35717.66,-5717.66,171061
动词大茗音,29000.0,34714.84,-5714.84,303387
Rosa小姐的日常,25000.0,30689.94,-5689.94,194060
Alice-然,25000.0,30686.08,-5686.08,147600
出门见喜,28000.0,33675.57,-5675.57,235289
松尾美智,25000.0,30599.51,-5599.51,170016
彬彬很辣,35000.0,40599.51,-5599.51,488430
刘一琳,15900.0,21449.85,-5549.85,163988
重庆狗哥,35000.0,40538.78,-5538.78,507955
ninii,13000.0,18532.5,-5532.5,107551
肥羊羊吃喝玩乐,12800.0,18316.8,-5516.8,104904
尾小芽vya,15000.0,20448.96,-5448.96,140706
烤全牙牙.,30000.0,35432.54,-5432.54,347058
是徐老师呀,30000.0,35429.24,-5429.24,344434
IR1s艾瑞斯,13000.0,18426.33,-5426.33,117319
睡神🍃,20400.0,25820.85,-5420.85,152347
绿鱼头大王,16060.0,21472.94,-5412.94,179882
胖胖奶爸带娃记,13000.0,18395.02,-5395.02,113273
Janet_llj,25000.0,30322.51,-5322.51,115436
花生Room_,18000.0,23283.57,-5283.57,245093
杨洲Joey,25000.0,30275.79,-5275.79,185615
叫我小张,15000.0,20263.98,-5263.98,146030
木十十,15000.0,20256.81,-5256.81,127432
Temmy亚特,22600.0,27848.07,-5248.07,125524
智能玩家姗姗崽,15000.0,20232.84,-5232.84,172719
Navina Heyden 海雯娜,28200.0,33420.15,-5220.15,280264
曾天天🌻,30000.0,35193.69,-5193.69,306156
岛儿becky,26800.0,31947.78,-5147.78,229607
是小泡泡的家,13000.0,18143.69,-5143.69,108123
记录镜头下的美好时光,17000.0,22139.98,-5139.98,207452
懒懒llan,25800.0,30904.05,-5104.05,122520
赵梦玥UU,24000.0,29086.42,-5086.42,102751
Nancy不许熬夜,15000.0,20074.07,-5074.07,135904
超哥超有料,13300.0,18353.24,-5053.24,109742
小狼🐺,14000.0,19041.0,-5041.0,115743
016sss,26000.0,30974.23,-4974.23,203629
戴哥超爱车,15000.0,19973.57,-4973.57,161855
楚侯,25000.0,29969.31,-4969.31,169472
葵米鹿,13000.0,17957.57,-4957.57,102118
糖水有鱼,37000.0,41952.34,-4952.34,552626
BABA岛,18000.0,22916.81,-4916.81,258962
叶扬Zelax,25000.0,29908.47,-4908.47,167997
Zoe妈咪育儿说,13500.0,18405.61,-4905.61,109270
小神Ann,15000.0,19891.8,-4891.8,159134
你是彬彬吗,30000.0,34859.34,-4859.34,290863
琪琪坨睡不醒😪,16800.0,21634.41,-4834.41,172434
幸运鹅,16700.0,21524.18,-4824.18,216007
超级男人,16600.0,21419.65,-4819.65,211875
bhans,28000.0,32734.2,-4734.2,213125
Jaclyn彤彤,15000.0,19731.97,-4731.97,136459
Wang梦云🌈,71458.0,76184.33,-4726.33,1617526
不吃青椒耶,35000.0,39714.52,-4714.52,471625
我是大M,15000.0,19701.65,-4701.65,151216
亦菲学姐,20000.0,24692.11,-4692.11,307706
小今花菜,27000.0,31650.86,-4650.86,207789
1小点的厨房,33300.0,37929.13,-4629.13,426750
退休少女更年七,25000.0,29625.2,-4625.2,137074
廖健淇,25000.0,29623.52,-4623.52,165669
董大力,15000.0,19618.12,-4618.12,109970
MonsterMo,30000.0,34606.8,-4606.8,313353
山海旅人,28000.0,32586.22,-4586.22,265942
黄靖洲,30000.0,34578.35,-4578.35,302501
娱乐酱酱子,26000.0,30546.79,-4546.79,191491
陈善福儿,40000.0,44519.94,-4519.94,398372
是杨澜丫~~,14271.0,18771.78,-4500.78,126683
笑笑呢,25000.0,29492.23,-4492.23,123129
配方师AB妈,27000.0,31453.64,-4453.64,234848
芬兰卡姐,20000.0,24447.87,-4447.87,254890
陶陶妈慕小西,15000.0,19444.87,-4444.87,149740
芋圆的圆,29800.0,34227.4,-4427.4,306224
李酸雨,25000.0,29416.17,-4416.17,108225
申大美DM,26000.0,30415.72,-4415.72,184110
果董的小生活,50000.0,54407.77,-4407.77,951225
俄罗斯小孕妇,28262.0,32633.89,-4371.89,220474
蝴蝶飞过废墟,30000.0,34368.31,-4368.31,314691
科技阿蓝,30000.0,34359.97,-4359.97,308459
爷爷,26166.0,30484.22,-4318.22,197517
Helloisxinnn,25000.0,29315.78,-4315.78,113119
Raina肉团团🍡,18000.0,22314.26,-4314.26,111936
Ayumi,26000.0,30310.51,-4310.51,165448
彭海芝,17000.0,21304.02,-4304.02,139159
阿晨Chenzz,28000.0,32297.22,-4297.22,184951
Zita,25000.0,29297.12,-4297.12,150627
吴大桐女侠,21000.0,25292.93,-4292.93,182587
Aven与猪,28800.0,33055.73,-4255.73,194752
谢一天Henry,25800.0,30037.5,-4237.5,133330
Anlan,15000.0,19230.36,-4230.36,101598
乌米白,28000.0,32219.49,-4219.49,166385
Bella_navy4life,25000.0,29206.16,-4206.16,108824
苏格拉迪,35000.0,39181.96,-4181.96,299800
大白,27000.0,31122.45,-4122.45,205107
Master鹿鹿,30000.0,34103.58,-4103.58,302051
贝拉呀.,16000.0,20077.04,-4077.04,143991
久.,22800.0,26860.67,-4060.67,210880
小幸睡醒了,15000.0,19059.07,-4059.07,131537
NanaXeges,26000.0,30036.43,-4036.43,166850
马克的家ne,27000.0,31033.09,-4033.09,208945
咖喱面包鸡🐤,18000.0,21933.15,-3933.15,152787
铁血老太培养计划,18000.0,21930.75,-3930.75,228747
李爱笑Aixiao,18200.0,22122.14,-3922.14,235020
阿九的家,27000.0,30909.32,-3909.32,200175
小欣Zzz.,18200.0,22051.46,-3851.46,232888
肉辣辣,28000.0,31848.74,-3848.74,222826
你的张先生,17200.0,21041.96,-3841.96,198742
小美咯_,30000.0,33834.06,-3834.06,232511
于小晶,18000.0,21824.03,-3824.03,156151
温陆辛,26000.0,29804.15,-3804.15,146045
黄舒宁Yvonne,30000.0,33798.37,-3798.37,189063
Yo_ogurt,30000.0,33767.74,-3767.74,163215
芳仔,26000.0,29762.88,-3762.88,157746
陆66,15000.0,18750.79,-3750.79,123458
段越清,30719.0,34468.0,-3749.0,314995
杨伊墨,30000.0,33738.85,-3738.85,292293
曦曦鱼SAKANA,50000.0,53720.7,-3720.7,845605
Lily说科技,24000.0,27717.17,-3717.17,117351
小小的爱丽丝,25000.0,28715.2,-3715.2,131091
-珵YUER,26000.0,29712.03,-3712.03,130902
我不是胡洁,30000.0,33705.77,-3705.77,271055
黄河大鲤娱,28000.0,31679.13,-3679.13,168087
阿白看这边,30000.0,33635.16,-3635.16,203113
考拉聊家居,18000.0,21633.85,-3633.85,210594
BoBo的育儿日记,25000.0,28628.04,-3628.04,128862
慈妈生活家,39000.0,42578.74,-3578.74,548124
晓晓曦,19800.0,23378.19,-3578.19,273378
马思晨,15000.0,18538.02,-3538.02,117446
大喜在东京,18000.0,21517.21,-3517.21,140658
小龙女,27000.0,30509.28,-3509.28,155780
粉红骡子,32000.0,35426.52,-3426.52,342725
本家哥哥～,27000.0,30424.3,-3424.3,175646
蕙子呀蕙子,31000.0,34422.38,-3422.38,263446
虫虫Chonny,30000.0,33420.01,-3420.01,254626
Chichi🌹,38000.0,41398.54,-3398.54,406683
飞天小芭比,20000.0,23339.29,-3339.29,235702
Nicoleeee_裴,27600.0,30923.35,-3323.35,110077
十星tenstars,15000.0,18295.13,-3295.13,111009
艾利斯顿小蛇,15000.0,18273.86,-3273.86,100701
毛登mdd,28500.0,31765.42,-3265.42,181174
The面面,40000.0,43258.49,-3258.49,588098
海归硕士辣妈Sunny,32000.0,35236.16,-3236.16,340028
Alex生活家（硬装中）,16000.0,19225.97,-3225.97,139956
双开门武大郎,20000.0,23209.29,-3209.29,135498
图画本,18000.0,21192.68,-3192.68,179588
温思儿,35000.0,38145.17,-3145.17,383592
🌵声的夏,28000.0,31133.1,-3133.1,212197
爱吃的baby,28400.0,31530.77,-3130.77,221629
小王的医学护肤日记,15900.0,19020.44,-3120.44,129092
大圆子,99000.0,102120.23,-3120.23,2455227
一个一方,30000.0,33109.24,-3109.24,155754
叫我培培呀_,30000.0,33066.58,-3066.58,254866
Natsu,20000.0,23060.55,-3060.55,102434
Elsie依然是少女,30000.0,33039.23,-3039.23,268633
妮可大王,30000.0,33032.64,-3032.64,203324
小椰子超哇塞（辣妈1.0备孕版）,17000.0,20013.59,-3013.59,162624
余鱼仔,15000.0,18002.17,-3002.17,101905
泥老师,30000.0,32977.55,-2977.55,269471
乔先森&Nova,30000.0,32976.7,-2976.7,287349
快乐女孩,30000.0,32969.02,-2969.02,266152
多尔米小姐House,20000.0,22966.26,-2966.26,254899
小竹子,15000.0,17938.43,-2938.43,101765
袁亦菲,31714.0,34649.14,-2935.14,254500
潘敏-,30000.0,32927.63,-2927.63,266481
三胎辣妈艾米,16000.0,18878.97,-2878.97,125410
爱唱歌的学长,35000.0,37854.04,-2854.04,388116
黄美丽,30000.0,32837.06,-2837.06,252696
李太白,26000.0,28789.55,-2789.55,100495
羊羊西,30000.0,32783.27,-2783.27,259723
阿茸,29600.0,32381.45,-2781.45,144128
喵窝窝,35000.0,37776.43,-2776.43,375229
33小霸王,28000.0,30775.45,-2775.45,177013
9C,20000.0,22764.77,-2764.77,252259
可乐会冒泡,16498.0,19230.65,-2732.65,124909
夏望,45000.0,47700.55,-2700.55,568047
猫宁🐱,25000.0,27700.04,-2700.04,101217
夏花日志,25000.0,27695.15,-2695.15,100955
段牧南,19893.0,22587.88,-2694.88,140474
SHSpotlight聚焦上海,20100.0,22792.06,-2692.06,252001
俞璐Menthae,25000.0,27686.62,-2686.62,102116
海之尽,28560.0,31232.23,-2672.23,201917
陈紫璃,17000.0,19669.96,-2669.96,149606
独孤,20000.0,22669.13,-2669.13,222118
海莉Micasa,40000.0,42642.11,-2642.11,569373
Mushini,31000.0,33638.43,-2638.43,271870
香菜爆炒多宝鱼,20000.0,22632.95,-2632.95,236744
fakelephant,26000.0,28631.5,-2631.5,128127
CINDYe,30000.0,32624.38,-2624.38,223484
贝可可,17000.0,19606.68,-2606.68,126599
阿之知道了,29000.0,31599.11,-2599.11,211725
TaylorZakharPerez,26200.0,28775.22,-2575.22,121190
梵梵,18800.0,21367.06,-2567.06,127436
饭饭去哪儿,18000.0,20567.06,-2567.06,139675
北冉,32000.0,34548.94,-2548.94,230092
敢历山大 王总,30000.0,32518.04,-2518.04,216324
软小玺,30000.0,32487.16,-2487.16,252796
拖拖bb耶,60000.0,62473.91,-2473.91,1203445
瑞萌萌,21000.0,23459.87,-2459.87,277788
BB大哥·,29000.0,31446.18,-2446.18,213042
WU咩咩,35000.0,37379.8,-2379.8,409366
圆圆的爸和小小的他,18000.0,20369.4,-2369.4,175859
小缨電台,17000.0,19363.51,-2363.51,141928
物美大妈阿春,20800.0,23151.49,-2351.49,267700
妈宝女小许,29800.0,32135.45,-2335.45,191471
White&8,18000.0,20329.09,-2329.09,155342
Sabrina Carpenter,34600.0,36884.88,-2284.88,291669
Icy Barbie朱建军,30000.0,32265.63,-2265.63,193789
不差钱男孩,30000.0,32258.14,-2258.14,244617
摸鱼小涛三,28000.0,30256.91,-2256.91,157127
Yhixn,32000.0,34233.74,-2233.74,285084
娱乐扒姐姐,28000.0,30231.23,-2231.23,408723
董钦,30000.0,32206.79,-2206.79,143244
赵赵,19000.0,21197.45,-2197.45,205591
娜娜大仙女,50000.0,52187.89,-2187.89,740235
婧威vivi,30000.0,32174.18,-2174.18,195572
陆紧张,16262.0,18428.48,-2166.48,111791
鲨鱼Shark🦈,32000.0,34165.28,-2165.28,304445
一只哇塞,27800.0,29926.85,-2126.85,168205
韩雨彤Hazel,35000.0,37126.17,-2126.17,138385
陈梦儿💫,30000.0,32126.07,-2126.07,168900
无敌憨憨,30000.0,32097.8,-2097.8,212290
小屁,21350.0,23411.04,-2061.04,269464
大雯和洋哥,28000.0,30046.01,-2046.01,130041
阿飞姐姐,32000.0,34039.46,-2039.46,228309
医学Bell老师,20000.0,22037.79,-2037.79,228326
臭臭.,30000.0,32004.59,-2004.59,213783
田不甜甜,38000.0,39967.18,-1967.18,493634
悦悦Gloria,20000.0,21965.84,-1965.84,228695
乔儿oo,31000.0,32933.92,-1933.92,133986
阿特警官,33600.0,35530.98,-1930.98,345850
哈哈是我__,37000.0,38905.02,-1905.02,394839
碗留,25000.0,26888.86,-1888.86,362090
夏蓝,34000.0,35824.03,-1824.03,273865
阿帆来了有氧运动,21500.0,23315.39,-1815.39,273082
诗慧Anna,40000.0,41805.61,-1805.61,549526
宫岛Rurika🍓,20000.0,21783.42,-1783.42,201708
听风入夏,30000.0,31768.85,-1768.85,198959
cencen同学,32000.0,33759.0,-1759.0,257342
小何同学plus,30000.0,31725.27,-1725.27,229584
melody_yang,17990.0,19705.6,-1715.6,122393
小满,28000.0,29673.79,-1673.79,135370
清新,34000.0,35672.34,-1672.34,286364
小倩七七,28000.0,29671.87,-1671.87,160811
彩虹姐rainbow,35000.0,36635.59,-1635.59,351015
小暖的养老生活,20000.0,21633.9,-1633.9,106385
聂胡刘成,60000.0,61627.85,-1627.85,1054701
名侦探牛奶喵,60000.0,61624.82,-1624.82,829991
氧氮,24000.0,25567.39,-1567.39,245063
Leo说时尚,44800.0,46353.17,-1553.17,691860
馒头（徐宸玥）,52000.0,53545.5,-1545.5,762607
然什么然,17000.0,18501.79,-1501.79,109517
元大气,30000.0,31467.57,-1467.57,219857
阿饭的独居生活,30000.0,31455.06,-1455.06,214596
蔡发发,32000.0,33432.48,-1432.48,274045
阿君Monica,20000.0,21417.0,-1417.0,211755
八两银子,45000.0,46402.33,-1402.33,627527
全智霏,30000.0,31393.75,-1393.75,151997
巩海鹏,18000.0,19362.36,-1362.36,130398
凶手是我,28000.0,29353.56,-1353.56,150396
叁月芹菜,30000.0,31314.74,-1314.74,170334
帅农鸟哥,17860.0,19164.71,-1304.71,139181
小飞侠子,18000.0,19304.45,-1304.45,135486
容十一,39000.0,40300.06,-1300.06,429460
小贝果子,30000.0,31270.68,-1270.68,147906
奶凶弟弟,40000.0,41269.14,-1269.14,534639
小布丁丁🍮,35000.0,36256.66,-1256.66,296631
百里,33000.0,34246.64,-1246.64,257035
您的被窝,22500.0,23734.78,-1234.78,286431
宅家阿籽,19500.0,20733.3,-1233.3,110292
撒泪流丸,30000.0,31204.61,-1204.61,176806
小老虎🐯,20000.0,21195.12,-1195.12,177317
寒山小涵,28888.0,30057.25,-1169.25,111034
小晨没烦恼,30000.0,31147.36,-1147.36,448887
冷漠高,29000.0,30103.83,-1103.83,171797
Monibaby,23000.0,24103.18,-1103.18,127575
白川,28000.0,29098.31,-1098.31,141627
张雅倩,35000.0,36081.42,-1081.42,306750
洛文崽,40000.0,41074.63,-1074.63,506834
艺凝儿🍃,50000.0,51067.11,-1067.11,511928
这位小朋友很厉害,37000.0,38066.73,-1066.73,374730
夏洛特抓拍公主,30000.0,31064.82,-1064.82,471505
Leah的小日记,26100.0,27162.16,-1062.16,296073
美美MM酱,34000.0,35059.76,-1059.76,326980
辣妈curtain（营养师）,19000.0,20055.76,-1055.76,166938
Serena,29000.0,29986.45,-986.45,171646
司氏砸缸,45000.0,45946.85,-946.85,474901
Erin_恩恩,20000.0,20907.76,-907.76,188353
怡怡有点宅,17000.0,17904.44,-904.44,100053
東拾一,36000.0,36890.67,-890.67,386568
谢宗涛,18200.0,19085.79,-885.79,100851
素颜小游숭석씨,30000.0,30883.61,-883.61,197999
罗小明,20000.0,20869.07,-869.07,176877
keansho,20000.0,20860.76,-860.76,111417
娇俏霸王龙🦖,29999.0,30855.06,-856.06,163947
小豆没烦恼,35000.0,35811.52,-811.52,364420
裴大树,30000.0,30773.01,-773.01,198378
曹司令ing,38000.0,38706.15,-706.15,426599
白客评测,34000.0,34696.59,-696.59,319463
绵羊的草房,34000.0,34682.71,-682.71,312632
王北四,20000.0,20655.2,-655.2,157440
欧阳锋广东小火鸡,30000.0,30642.99,-642.99,123162
小巴铁兄弟,29999.0,30641.31,-642.31,505690
Menty夢婷,33000.0,33628.07,-628.07,270260
a爱小宾吖💎（收徒私信）,18523.0,19131.23,-608.23,139784
王静蓉和晨子,32000.0,32595.29,-595.29,225574
ssmaimai,28000.0,28586.89,-586.89,128319
我是米雪儿,28000.0,28580.57,-580.57,127698
Lena爱生活,28000.0,28572.91,-572.91,127703
喵喵百万_,32000.0,32535.27,-535.27,224084
meow什么,30528.0,31054.12,-526.12,188072
Xiaoxiao,18000.0,18498.51,-498.51,109555
思宇Siy,37000.0,37444.23,-444.23,407065
可一,40000.0,40437.92,-437.92,511203
小奶球,29500.0,29931.89,-431.89,146434
太阳妹妹（晨晨）,40000.0,40413.01,-413.01,495334
秋豪chuhoo,30000.0,30398.81,-398.81,262124
李松蔓999,35000.0,35378.26,-378.26,329818
Comwang女士,22000.0,22358.92,-358.92,156569
拾芥,24400.0,24757.78,-357.78,313019
Sunny森,42000.0,42326.26,-326.26,561520
nia886,32000.0,32316.16,-316.16,202338
三桥,20000.0,20297.99,-297.99,173511
Zora,18500.0,18795.36,-295.36,127663
佳莉,28000.0,28266.83,-266.83,116623
赵莎莎,25000.0,25266.64,-266.64,329427
彩岚美景,20000.0,20253.53,-253.53,133631
狮狮一家在英国,30000.0,30223.56,-223.56,153624
肖仟（户外运动版）,28000.0,28219.12,-219.12,118157
You李奕,32000.0,32212.63,-212.63,222723
xxjin金玉洁,30000.0,30205.14,-205.14,137399
薄海纸鱼,23300.0,23500.6,-200.6,137530
imTaytay,30000.0,30197.74,-197.74,125167
袁慎锐,22222.0,22412.2,-190.2,237985
不知小姐,20000.0,20178.74,-178.74,171187
杨昕 Dionne,30000.0,30144.58,-144.58,177601
7ince,33000.0,33142.34,-142.34,250762
YourKris,40000.0,40141.52,-141.52,320135
子望,28000.0,28112.97,-112.97,111710
明月,28000.0,28112.06,-112.06,108280
不发工资的蟹老板,32708.0,32814.39,-106.39,249121
拔冰鱼（非洲版）,22000.0,22077.97,-77.97,224046
郭瑶,35000.0,35072.24,-72.24,326901
野子爱成分护肤,30000.0,30033.71,-33.71,175085
曹目分,31000.0,31029.58,-29.58,160521
急吼吼蛋,25000.0,25022.77,-22.77,153433
林木婷子,38000.0,38012.84,-12.84,409637
Sherley不是雪莉,19000.0,19010.53,-10.53,133309
发呆鲸鱼-,32000.0,32007.87,-7.87,198093
胡图图居家life,28800.0,28756.43,43.57,124356
高瘦Dd,20000.0,19942.0,58.0,107913
胡馨尹,32000.0,31925.01,74.99,223720
雪奈右,36000.0,35903.63,96.37,249066
巴黎小郭郭,65000.0,64896.27,103.73,1245491
乐憨仔,50000.0,49890.19,109.81,899339
奇奇怪怪的小周,20000.0,19862.22,137.78,155521
9524005843,25000.0,24826.49,173.51,321356
星改造,30000.0,29822.6,177.4,170276
男人的快乐老丁,40000.0,39796.62,203.38,436054
云biu,20034.0,19830.13,203.87,145346
阿珂___,35000.0,34794.66,205.34,306743
刘至佳CHOCO,38000.0,37775.94,224.06,422920
整整吃了一天,44000.0,43770.23,229.77,570406
咕噜mama,20000.0,19728.32,271.68,115374
想吃抹茶麻薯,20000.0,19713.7,286.3,136927
小泥Dacy,35000.0,34671.98,328.02,307805
何絮絮,19000.0,18640.8,359.2,123821
張恩镜Zej,40000.0,39625.29,374.71,442149
冰块Bb4q,20000.0,19617.92,382.08,132584
牛奶公主小章,35000.0,34572.24,427.76,320539
Azreal,25000.0,24535.33,464.67,159209
思诺,32000.0,31516.7,483.3,220458
小新喜欢的大姐姐,20000.0,19480.65,519.35,108626
佐希,35000.0,34480.61,519.39,312750
lzh🌸,24000.0,23479.53,520.47,262234
无语的张张,20000.0,19456.63,543.37,143483
海归辣妈素素,22000.0,21431.2,568.8,209031
李老蔫er,35000.0,34422.26,577.74,292204
刘派派,32800.0,32209.96,590.04,190597
不说,32000.0,31401.2,598.8,196622
Zero0,38000.0,37398.48,601.52,406243
呆君茹,32000.0,31372.65,627.35,118783
小脆儿,36000.0,35314.39,685.61,340216
中马混血李言,30000.0,29281.87,718.13,142256
大陆老吾老,30000.0,29272.3,727.7,125702
屈轶龄,19500.0,18757.97,742.03,104599
快乐小飞羊,19036.0,18226.7,809.3,107764
YiYi,20000.0,19177.0,823.0,104279
ZT阿姨,34000.0,33175.92,824.08,227091
眠zzz,35000.0,34165.35,834.65,269954
艾瑞卡一家,31000.0,30143.56,856.44,129597
Hao,20000.0,19139.27,860.73,111893
脸脸WANG,33920.0,33007.81,912.19,229753
叶河丹,35000.0,34053.81,946.19,271759
珍妮妮,36000.0,35052.06,947.94,330081
骑单车的瓶子,39000.0,37993.73,1006.27,456234
yakisa彭雅琦,31500.0,30472.33,1027.67,104979
陈靖川,35000.0,33943.56,1056.44,282335
粥粥粥女士,20000.0,18921.77,1078.23,102963
盲人博士生-黄莺,38000.0,36909.58,1090.42,306624
陈传光,20000.0,18909.26,1090.74,132365
胡安如,40000.0,38902.64,1097.36,449212
一颗西柚花,23000.0,21869.2,1130.8,225457
一只miko子,25000.0,23822.03,1177.97,232083
isolliver,20000.0,18763.43,1236.57,102693
北辰（冲一百万）,29958.0,28685.62,1272.38,444192
LOVE FIGHT,20000.0,18722.6,1277.4,126543
美瑶Yolanda,42500.0,41197.93,1302.07,514597
想吃锅包肉,33000.0,31687.51,1312.49,144247
E陈D冠C,24600.0,23285.58,1314.42,270183
摸娱贝果,23196.0,21874.8,1321.2,219946
杀鱼小葵,45000.0,43641.37,1358.63,498286
角色卡,35000.0,33640.0,1360.0,276663
谭一番,20000.0,18621.73,1378.27,101033
April的漫游日记,25000.0,23572.64,1427.36,251831
小桃小桃,37000.0,35496.75,1503.25,338937
老板再加一碗饭,34000.0,32452.28,1547.72,249927
芝欧周周all,20000.0,18449.73,1550.27,118065
Jasmine茉莉与冰川,35000.0,33427.38,1572.62,195064
摄影师游航,35000.0,33406.91,1593.09,285028
沈辞er.🍓,100000.0,98405.7,1594.3,1657026
王慕礼Molly,25000.0,23358.36,1641.64,274545
陈龙颜,30000.0,28349.71,1650.29,117339
西西绷,20000.0,18341.42,1658.58,105891
犬壹-,38000.0,36314.78,1685.22,349845
只讲真话的可乐,20000.0,18305.24,1694.76,108169
钢铁肉肉,30000.0,28299.6,1700.4,310322
萧楚屈,21200.0,19498.93,1701.07,143354
凯熠Olivia,50000.0,48298.21,1701.79,653879
谷大喵🍀,120000.0,118273.76,1726.24,2863111
Kyle凯尔,26000.0,24249.8,1750.2,301222
海归硕士Yilia,23000.0,21194.92,1805.08,204575
岩小羊的日常,30000.0,28190.0,1810.0,111782
麻辣瓜皮,25000.0,23189.76,1810.24,207544
🍀甜妹小卷,35658.0,33830.82,1827.18,295366
Sinuo,35000.0,33162.3,1837.7,272656
姜武,50000.0,48156.8,1843.2,524373
啦啦美lalami,32800.0,30877.86,1922.14,195600
Shelfon,30000.0,28052.12,1947.88,110887
HXNH花心男孩,30000.0,28033.43,1966.57,112124
Vivekatt,33500.0,31506.51,1993.49,199986
九溺JN,30000.0,27996.74,2003.26,294176
茂名小丑,32200.0,30183.92,2016.08,153296
我是代福猪宝,42000.0,39903.67,2096.33,443125
梦想做大佬的男人,30000.0,27899.67,2100.33,107745
王贝勒.,39000.0,36878.54,2121.46,393462
石矶姐姐来了🏂,32000.0,29807.9,2192.1,126005
YEZHOU叶洲（12月线下课）,33800.0,31598.48,2201.52,221945
你家Cat姐,33000.0,30749.93,2250.07,170967
二喜警官,40000.0,37729.26,2270.74,419450
Giniq.,33000.0,30703.79,2296.21,177220
Cake Researcher,35000.0,32635.6,2364.4,212805
林乐意,50000.0,47621.08,2378.92,726599
球球与远方的朋友,100000.0,97612.7,2387.3,1754068
鼠师傅,22900.0,20470.46,2429.54,144233
花木兰动画导演TonyBancroft,40000.0,37487.06,2512.94,316805
麻辣人鱼,37000.0,34468.75,2531.25,214774
霸小欣_,32800.0,30259.6,2540.4,182165
左手圈王,37100.0,34552.6,2547.4,182851
Yumiii,37000.0,34398.19,2601.81,304961
不是赖毛,25000.0,22325.13,2674.87,234731
T-ara孝敏,39100.0,36418.84,2681.16,252075
黄俊捷,35000.0,32309.54,2690.46,292439
鱼鱼困了,39000.0,36301.65,2698.35,364442
巴黎王大橙子Cece,32000.0,29287.4,2712.6,152942
Luuuxxxxx,36000.0,33253.94,2746.06,274798
傍晚冰川,38000.0,35223.33,2776.67,296636
柚妮YONi✨,25000.0,22209.37,2790.63,234717
何子怡,35000.0,32192.85,2807.15,213770
大宝来野！,38000.0,35169.3,2830.7,326183
Grace小姐姐,35000.0,32168.02,2831.98,217414
樱桃妮的vlog,35000.0,32132.04,2867.96,215763
青争菜心,35000.0,32091.57,2908.43,211167
加藤在中国,40000.0,37079.85,2920.15,215502
忘崽夫妇,46000.0,43047.74,2952.26,550375
小Pooo,30000.0,26973.37,3026.63,310153
闰土,40000.0,36967.39,3032.61,395238
我叫卜娜娜,40000.0,36953.32,3046.68,353257
hitutu,33000.0,29917.33,3082.67,148975
