达人名称,综合价值分,粉丝数,认证类型,视频笔记报价,视频CPE,互动成本指数,粉丝质量指数,内容吸引力指数,省份
凌舒雯,6.5,123148,腰部达人,38000.0,75.06,0.0003993946556224081,0.39205607,0.005592307692307692,上海
怪有引力,6.5,119398,腰部达人,3500.0,0.0,0.001771717154589004,0.38268,0.011938461538461538,广东
可妳在人世间,6.5,119175,腰部达人,9300.0,4.01,0.007481013181251361,0.3641145,0.007988461538461538,山东
萨沙Sasha,6.49,135804,腰部达人,60000.0,27.29,0.0010990183739958271,0.38980116000000004,0.004092307692307692,俄罗斯
君茹,6.49,231931,腰部达人,20000.0,12.46,0.0024074196284441314,0.38452000000000003,0.004200000000000001,浙江
叶大花,6.49,142255,腰部达人,21000.0,33.2,0.0009033290016396113,0.38789777,0.007934615384615385,广东
虞书欣Esther,6.49,10517698,明星,150000.0,0.0,0.001771717154589004,0.38076423000000004,0.013961538461538461,上海
julia_ty,6.49,1138208,头部达人,250000.0,10.23,0.0029322664431527916,0.38245567999999996,0.004761538461538461,United
惠思_Christian,6.49,139488,腰部达人,50000.0,13.08,0.002293292922592211,0.38529168,0.00395,上海
crushonbi,6.49,315644,腰部达人,30000.0,35.76,0.0008386406998225585,0.38917077,0.0062769230769230775,广东
女魔头AC,6.49,145977,腰部达人,50000.0,510.2,5.851477283655547e-05,0.3914717,0.007280769230769231,China
小梦李孟羲,6.49,674226,头部达人,60000.0,8.73,0.0034361413843074545,0.38076450000000006,0.004234615384615384,四川
勤子嗝屁了,6.49,157010,腰部达人,6600.0,9.97,0.0030087422265986526,0.38189292,0.005242307692307693,中国
Cookie饼干,6.49,702053,头部达人,58800.0,62.64,0.00047864162553416995,0.38797524,0.010161538461538461,英国
Rachel容容,6.49,261695,腰部达人,19800.0,18.61,0.0016117512857095483,0.384,0.009961538461538463,广东
酸甜小屁,6.49,191747,腰部达人,16000.0,444.44,6.721497992531576e-05,0.3357139,0.09068076923076923,中国
司氏砸缸,6.49,474901,腰部达人,45000.0,6.3,0.004761620408082021,0.37422593,0.006699999999999999,吉林
喵喵百万_,6.48,224084,腰部达人,32000.0,28.64,0.0010472006184340155,0.38697274,0.0070999999999999995,山东
谈言言,6.48,403137,腰部达人,58000.0,8.14,0.003685219024137692,0.37949309999999997,0.0041884615384615385,中国
赵南希,6.48,226320,腰部达人,75000.0,23.47,0.0012779421753399826,0.38689029999999996,0.006403846153846153,中国
Allen 聊家居,6.48,140761,腰部达人,10000.0,0.0,0.001771717154589004,0.37888000000000005,0.01581923076923077,湖北
久亮Shine,6.48,315931,腰部达人,30000.0,5.71,0.0052536562421004315,0.37247287,0.006080769230769231,中国
南村宁大叔,6.48,102368,腰部达人,6000.0,0.0,0.001771717154589004,0.36374022,0.038461538461538464,中国
梦想老了当吃播,6.48,217551,腰部达人,18000.0,47.37,0.0006330266895049566,0.39080919000000003,0.004315384615384615,中国
知道了娱乐,6.48,125356,腰部达人,9700.0,0.0,0.001771717154589004,0.3792,0.015384615384615385,浙江
跳跃的音符,6.48,194828,腰部达人,20000.0,12.44,0.002411290537355404,0.38038488,0.00978076923076923,辽宁
米卡MIKA,6.48,145695,明星,150000.0,29.68,0.0010104962455865284,0.38829952,0.005796153846153846,北京
橙子芒芒,6.48,187908,腰部达人,15000.0,10.89,0.0027545360093636923,0.38200512,0.005623076923076923,广东
斯梦sime,6.48,195333,腰部达人,9500.0,6.73,0.004457367862368317,0.36497664,0.021023076923076922,山东
赵睿2R,6.48,158828,明星,200700.0,0.0,0.001771717154589004,0.38634176000000003,0.00395,中国
硕士妈咪Calla,6.48,111940,腰部达人,13000.0,4.82,0.0062237824539793365,0.36897267,0.006126923076923077,贵州
Trinity 廖思惟,6.48,212164,腰部达人,17200.0,21.72,0.0013809301498790168,0.38634999000000003,0.006426923076923077,Australia
饼nn,6.47,140582,腰部达人,12000.0,0.0,0.001771717154589004,0.38595209999999996,0.0036884615384615385,日本
羚羊leon,6.47,108649,腰部达人,8500.0,10.34,0.002901069079774918,0.38145024,0.004573076923076924,中国
长谷川风,6.47,102239,腰部达人,13000.0,35.71,0.0008398153377589767,0.38865099000000003,0.004853846153846154,四川
Alfie 的Angel,6.47,1851011,头部达人,90000.0,0.0,0.001771717154589004,0.37335465,0.022546153846153848,英国
童童INDULGE,6.47,286602,腰部达人,,0.0,0.001771717154589004,0.38599842999999995,0.00365,中国
爱吃肉包的小怪兽,6.47,106530,腰部达人,13800.0,16.21,0.0018504242530250664,0.38063824,0.011446153846153847,中国
我是T太,6.47,218563,腰部达人,100000.0,1204.82,2.461427780694548e-05,0.38935086,0.009334615384615386,广东
陈紫haha,6.47,161045,腰部达人,18000.0,0.0,0.001771717154589004,0.38390759999999996,0.006761538461538462,上海
ZZER只二,6.47,180134,企业机构号,14100.0,0.0,0.001771717154589004,0.36931725000000004,0.028965384615384615,上海
赵小黎,6.47,1137477,头部达人,120000.0,73.1,0.00041011111971515674,0.3907708,0.004346153846153846,福建
百搭小花卷,6.47,195262,腰部达人,15000.0,4.94,0.006072590514667272,0.3706929,0.0035384615384615385,四川
Twinklecutey,6.46,120187,腰部达人,19000.0,20.88,0.0014364963053372039,0.38658259999999994,0.0041269230769230775,浙江
玲玲,6.46,135441,腰部达人,4000.0,4.45,0.006741289245504791,0.36314927999999996,0.010523076923076923,中国
热爱生活的猴子,6.46,301265,腰部达人,41000.0,26.56,0.0011292326806413512,0.38419024,0.009811538461538462,中国
冯琛_托马斯回旋,6.46,118575,腰部达人,60000.0,0.0,0.001771717154589004,0.38784,0.0,中国
海归辣妈Jane三小只（哺乳期）,6.46,101271,腰部达人,14000.0,7.63,0.003931563377563323,0.36808176,0.01771923076923077,河南
墨的小宇宙,6.46,145285,腰部达人,21000.0,0.0,0.001771717154589004,0.36237872,0.038461538461538464,浙江
Zero0,6.46,406243,腰部达人,38000.0,26.13,0.0011478202393804917,0.38028405,0.014792307692307691,中国
元气妈咪Yori(海归版),6.46,133290,腰部达人,16000.0,14.02,0.0021395151823110424,0.37595536999999996,0.016065384615384617,中国
苏公子,6.46,120189,腰部达人,22000.0,483.52,6.175930666886874e-05,0.37985409,0.022096153846153845,中国
小E有点辣,6.46,115700,腰部达人,8000.0,11.48,0.0026129554503914526,0.37665189,0.012626923076923079,辽宁
李亚瑟,6.46,228194,腰部达人,56200.0,161.49,0.00018548435542911735,0.38492000000000004,0.013961538461538461,United
吃了个迟x,6.46,102188,腰部达人,6000.0,11.7,0.0025638175823361592,0.37770621,0.010992307692307692,中国
The Go To Dad,6.46,195105,企业机构号,15200.0,0.0,0.001771717154589004,0.37095048,0.02564230769230769,美国
桃瑞思,6.46,902409,头部达人,65000.0,18.31,0.0016381636887692465,0.38189676,0.00976923076923077,中国
群宝无敌,6.46,731843,头部达人,65000.0,8.48,0.0035374511454712163,0.37103304,0.0153,辽宁
dog有趣,6.45,122092,腰部达人,15000.0,0.0,0.001771717154589004,0.37208,0.023076923076923075,中国
cencen同学,6.45,257342,腰部达人,32000.0,34.22,0.00087639484002865,0.38535107999999996,0.008630769230769232,中国
曲奇cookie（10.2日&4日17:30更新,6.45,102015,腰部达人,4000.0,0.0,0.001771717154589004,0.37915542,0.01258846153846154,中国
Bo姐🔥,6.45,111767,腰部达人,10000.0,170.94,0.00017521451127575015,0.38,0.020026923076923074,浙江
大宝来野！,6.45,326183,腰部达人,38000.0,11.67,0.0025704091075204865,0.35790153,0.03951538461538462,湖南
一颗西瓜球儿,6.45,392326,腰部达人,54000.0,30.57,0.0009810688349107368,0.38119284,0.014057692307692308,四川
Lea-丽雅在中国,6.45,251189,腰部达人,19999.0,10.54,0.002846014909108082,0.37835868,0.007573076923076923,中国
叫我培培呀_,6.45,254866,腰部达人,30000.0,22.47,0.0013348281517399528,0.3849664,0.0064115384615384624,中国
小熊维妮,6.44,151830,腰部达人,15000.0,20.88,0.0014364963053372039,0.3807872,0.010507692307692308,中国
🔆Diuen Mami🦒🌿,6.44,247738,腰部达人,11942.0,69.13,0.0004336794031132117,0.37580688,0.024423076923076922,中国
睡不醒的艺桐,6.44,167413,腰部达人,48400.0,0.0,0.001771717154589004,0.379,0.011473076923076923,中国
白川,6.44,141627,明星,28000.0,0.0,0.001771717154589004,0.38273688,0.006334615384615385,中国
中本聪,6.44,117115,腰部达人,9100.0,0.0,0.001771717154589004,0.38704000000000005,0.0,泰國
农村小何（单身闯日本,6.44,120150,腰部达人,11241.0,221.97,0.00013486772335590853,0.37321370000000004,0.029776923076923076,日本
Henry陈现一,6.44,113746,腰部达人,10000.0,22.74,0.0013189758762848528,0.38037864,0.012180769230769233,中国
橙莱姆,6.44,139754,腰部达人,20000.0,0.0,0.001771717154589004,0.38218818000000004,0.006561538461538461,四川
hitutu,6.44,148975,腰部达人,33000.0,65.43,0.00045821968944483423,0.38714386,0.0070999999999999995,中国
虎哥说车V,6.44,756525,头部达人,150000.0,89.35,0.0003354726356206891,0.37963926000000003,0.0192,中国
娜达韩,6.44,273600,腰部达人,21000.0,7.94,0.0037780528966441162,0.37733319,0.0033499999999999997,浙江
刘鸿,6.44,126880,腰部达人,16000.0,7.59,0.0039522845848989265,0.37534012,0.0054153846153846144,中国
Andre 安德烈,6.44,689109,头部达人,53900.0,0.0,0.001771717154589004,0.37833180000000005,0.012819230769230769,
ZELZELZELZEL,6.44,158729,腰部达人,145000.0,165.79,0.00018066614383538553,0.38944782,0.0052,上海
全都爱雨青,6.44,173847,腰部达人,22000.0,64.42,0.000465408302575078,0.38887814,0.0044576923076923075,美国
彭包子_,6.44,244524,腰部达人,40000.0,0.0,0.001771717154589004,0.3719599,0.022361538461538464,广东
斌斌有礼,6.44,442982,腰部达人,27800.0,695.0,4.2879765591546594e-05,0.37749822,0.02381153846153846,北京
Luying,6.44,122541,腰部达人,15000.0,0.0,0.001771717154589004,0.37872159,0.012142307692307692,北京
宿系之源,6.44,342849,企业机构号,26700.0,0.0,0.001771717154589004,0.37396080000000004,0.019230769230769232,浙江
EPcat,6.44,133575,腰部达人,10400.0,0.0,0.001771717154589004,0.38668,0.0,湖南
焕焕的快乐生活,6.43,1082401,头部达人,28500.0,0.0,0.001771717154589004,0.38,0.009207692307692307,浙江
好大雯儿,6.43,473081,腰部达人,58000.0,5.11,0.005870557450296257,0.36612785,0.007449999999999999,中国
cool宝,6.43,235980,腰部达人,60000.0,16.79,0.0017864926400954894,0.38137530999999997,0.007238461538461539,中国
草推车,6.43,206612,腰部达人,80000.0,15.75,0.0019044767346124002,0.3837,0.0033384615384615384,广东
菜盟主,6.43,1686607,头部达人,145000.0,32.12,0.0009337120618291356,0.386165,0.005146153846153846,中国
白棕先生,6.43,265035,腰部达人,13000.0,5.37,0.005586308060573252,0.37115766,0.0018846153846153848,福建
白纸,6.43,210806,腰部达人,15000.0,0.0,0.001771717154589004,0.37716,0.013753846153846153,广东
刘巧巧,6.43,430532,腰部达人,70000.0,0.0,0.001771717154589004,0.37724495999999996,0.013511538461538462,四川
十月聊家装,6.43,120793,腰部达人,15000.0,0.0,0.001771717154589004,0.37214759999999997,0.02084230769230769,山东
野生糯米崽Wild Nomi,6.43,152646,腰部达人,16800.0,7.75,0.0038706831335592355,0.37586287,0.0036846153846153843,United
Moonmind,6.43,161055,腰部达人,12000.0,0.0,0.001771717154589004,0.36551806,0.03113461538461539,美国
卡KA很OK,6.43,106901,腰部达人,13000.0,331.21,9.029128684466662e-05,0.38204915,0.016273076923076925,中国
海文Haiwen,6.43,182810,腰部达人,12000.0,0.0,0.001771717154589004,0.37152219000000003,0.02203461538461538,中国
歪零七七,6.43,274984,腰部达人,20000.0,3.51,0.00854672527464434,0.35906100999999996,0.004796153846153847,中国
玉玉帝,6.43,153933,腰部达人,9800.0,4.01,0.007481013181251361,0.36380077000000005,0.002857692307692307,四川
犬壹-,6.43,349845,腰部达人,38000.0,5.67,0.005290721088354172,0.36964956,0.005588461538461539,江苏
赵樱子,6.43,192636,明星,70000.0,43.51,0.0006892111500645312,0.38738279999999997,0.004223076923076923,中国
lu.meng,6.42,708891,头部达人,90000.0,0.0,0.001771717154589004,0.37858626,0.010430769230769231,英国
小奶球,6.42,146434,腰部达人,29500.0,15.58,0.0019252604070338737,0.37769199999999997,0.010588461538461538,广东
是徐老师呀,6.42,344434,腰部达人,30000.0,0.0,0.001771717154589004,0.36613257,0.029384615384615384,北京
张雪迎,6.42,622445,明星,70000.0,19.89,0.0015080103425170685,0.38513664,0.002192307692307692,北京
Hayley-海琳,6.42,340253,腰部达人,25000.0,0.0,0.001771717154589004,0.3710834,0.02184615384615385,北京
KK.Kayla,6.42,142899,腰部达人,23600.0,0.0,0.001771717154589004,0.38103868,0.006669230769230769,陕西
ahua_a,6.42,291074,腰部达人,100000.0,64.35,0.0004659148850332905,0.38693574,0.005184615384615385,中国
程程嘉辰,6.42,515998,头部达人,68000.0,20.45,0.0014667073698102092,0.3821229,0.007134615384615384,中国
_iMinnie,6.42,209411,腰部达人,24500.0,17.68,0.0016965473496276203,0.38124668,0.006792307692307691,北京
我不是胡洁,6.42,271055,腰部达人,30000.0,2.92,0.010273689823793961,0.35416664999999997,0.0028961538461538465,中国
豆豆本豆,6.42,1397039,头部达人,53000.0,16.17,0.0018550023852882509,0.37648181999999997,0.013073076923076922,中国
鱼鱼不是瑜～,6.42,103246,腰部达人,9500.0,43.98,0.0006818427206356321,0.3886056,0.001680769230769231,四川
青青吃不胖,6.41,100525,腰部达人,6500.0,0.0,0.001771717154589004,0.35796695,0.0402923076923077,
Menty夢婷,6.41,270260,腰部达人,33000.0,26.6,0.0011275341567390823,0.38228886,0.007773076923076923,江苏
士多北梨,6.41,126387,腰部达人,16000.0,59.04,0.0005078445121135308,0.37594876,0.020423076923076926,中国
小糖人饲养员,6.41,147496,腰部达人,8000.0,0.0,0.001771717154589004,0.37262502,0.0181,北京
Sweetie甜橋,6.41,207992,腰部达人,20000.0,10.34,0.002901069079774918,0.36489508,0.02391923076923077,中国
Vivekatt,6.41,199986,腰部达人,33500.0,13.08,0.002293292922592211,0.37968735,0.005153846153846154,海外
袁伶嫣,6.41,378665,明星,50000.0,85.06,0.00035240660366029253,0.38461259999999997,0.008415384615384615,中国
今天我也不想上班,6.41,148519,腰部达人,15000.0,43.04,0.0006967405070878348,0.38223720000000005,0.010057692307692307,中国
彬彬很辣,6.41,488430,腰部达人,35000.0,46.11,0.0006503325587064119,0.38188589,0.010961538461538464,中国
我的北欧快乐生活,6.41,212936,腰部达人,18000.0,8.81,0.0034049365979403738,0.37245579,0.010046153846153845,瑞典
我是格子（Gloria）,6.41,218223,腰部达人,38000.0,0.0,0.001771717154589004,0.37679396,0.012676923076923077,中国
喵了个汪,6.41,127185,腰部达人,8000.0,0.0,0.001771717154589004,0.35108464,0.05128076923076923,山东
流氓吉娃娃,6.41,193579,腰部达人,8000.0,4.3,0.0069764604650352155,0.3635892,0.0037769230769230766,四川
Lazy M,6.41,113143,腰部达人,70000.0,0.0,0.001771717154589004,0.38100048,0.006430769230769231,北京
知泥知泥,6.41,109384,腰部达人,20000.0,0.0,0.001771717154589004,0.3734579,0.01753076923076923,中国
小半碎碎念_,6.41,119428,腰部达人,8000.0,9.11,0.003292799749016958,0.37448081,0.007519230769230769,广东
世界麦克风,6.41,608397,头部达人,70000.0,11.69,0.0025660109983299175,0.37769031999999997,0.006273076923076923,英国
M.S.化工硕士Lily,6.41,186843,腰部达人,18000.0,6000.0,4.714287061224874e-06,0.383328,0.012819230769230769,中国
凡默疗愈,6.4,259043,企业机构号,22000.0,112.04,0.0002674758758810555,0.37556748,0.021796153846153847,澳大利亚
米粒儿Amm,6.4,199838,腰部达人,20000.0,0.0,0.001771717154589004,0.36530864999999996,0.028846153846153848,广东
__三三__,6.4,256340,腰部达人,48000.0,0.0,0.001771717154589004,0.37637279999999995,0.01175,United
You李奕,6.4,222723,腰部达人,32000.0,17.6,0.0017042602271912337,0.38169336000000004,0.0041730769230769234,中国
大雯和洋哥,6.4,130041,腰部达人,28000.0,9.36,0.0032048434065120356,0.37433495,0.006880769230769231,吉林
小小的爱丽丝,6.4,131091,腰部达人,25000.0,0.0,0.001771717154589004,0.36988238,0.02204230769230769,上海
广式老吴,6.4,769178,头部达人,120000.0,18.28,0.0016408526101091858,0.38278444,0.0029076923076923077,广东
基本祐利,6.4,694878,头部达人,350000.0,10.72,0.002798222547893009,0.37857209999999997,0.0030692307692307694,中国
樱桃妮的vlog,6.4,215763,腰部达人,35000.0,19.24,0.0015589662903847852,0.37840458,0.010342307692307694,江苏
好梦一日游,6.4,806626,头部达人,150000.0,21.07,0.0014235400365311352,0.38269192,0.004242307692307692,江苏
雪梨的自律生活,6.4,132495,腰部达人,12000.0,0.0,0.001771717154589004,0.37134864,0.019749999999999997,上海
许路儿 LureHsu,6.4,105218,腰部达人,20400.0,0.0,0.001771717154589004,0.38001381,0.006461538461538461,台灣
鄙人李洋洋,6.4,356660,腰部达人,60000.0,58.09,0.0005161544400728496,0.38030988,0.013434615384615385,北京
小脆儿,6.4,340216,腰部达人,36000.0,0.0,0.001771717154589004,0.37456442,0.014511538461538463,中国
胡艺馨,6.4,624152,头部达人,65000.0,10.43,0.0028760334199980434,0.3745071,0.008896153846153847,中国
蘑菇张,6.4,111808,腰部达人,32000.0,141.59,0.00021159371618163967,0.38494103999999996,0.00830769230769231,北京
Lemon塔屋,6.4,177688,腰部达人,11300.0,93.29,0.0003212922529542418,0.3767504,0.01951923076923077,浙江
Lena爱生活,6.4,127703,腰部达人,28000.0,0.0,0.001771717154589004,0.36563296,0.02834230769230769,重庆
常小辉,6.39,160960,腰部达人,10000.0,22.22,0.0013498496848869744,0.38054380000000004,0.007646153846153846,美国
楚仔和V哥,6.39,112061,腰部达人,5739.0,29.48,0.001017353653727328,0.36860334,0.02749615384615385,澳大利亚
娱小扒,6.39,266080,腰部达人,28000.0,2.02,0.014851203677430187,0.33378276,0.009673076923076923,山东
周周芷艺,6.39,108418,腰部达人,15000.0,8.75,0.003428286693796198,0.36589,0.01751153846153846,中国
张八戒,6.39,513635,头部达人,32000.0,18.03,0.0016636082718462426,0.37409112,0.014811538461538461,浙江
晴大个儿,6.39,131210,腰部达人,18000.0,4.26,0.007041969818832422,0.36257599999999995,0.0032653846153846153,中国
